"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"30",140.785714285721,130.044446700735,151.526981870708,124.35836311165,157.213065459792
"31",143.571428571443,128.380982275676,158.76187486721,120.339645747206,166.80321139568
"32",146.357142857164,127.752721662274,164.961564052054,117.904135989897,174.810149724431
"33",149.142857142885,127.660321972912,170.625392312859,116.288154794743,181.997559491027
"34",151.928571428607,127.910366944061,175.946775913152,115.195897513123,188.66124534409
"35",154.714285714328,128.403660940413,181.024910488243,114.475657512344,194.952913916312
"36",157.500000000049,129.081277204575,185.918722795524,114.037314093932,200.962685906166
"37",160.285714285771,129.904821694237,190.666606877304,113.822148637297,206.749279934244
"38",163.071428571492,130.847625816531,195.295231326452,113.789375049279,212.353482093705
"39",165.857142857213,131.890272331319,199.824013383108,113.909297223708,217.804988490719
"40",168.642857142935,133.018102790726,204.267611495143,114.159496999137,223.126217286732
"41",171.428571428656,134.219729038876,208.637413818436,114.522557694121,228.33458516319
"42",174.214285714377,135.486094673228,212.942476755526,114.98462873621,233.443942692544
"43",177.000000000098,136.809856797417,217.19014320278,115.534480134506,238.465519865691
"44",179.78571428582,138.184963812008,221.386464759631,116.162856766342,243.408571805298
"45",182.571428571541,139.606358231594,225.536498911488,116.862023875257,248.280833267825
"46",185.357142857262,141.069762051339,229.644523663186,117.625438817453,253.088846897072
"47",188.142857142984,142.571518255683,233.714196030284,118.447508670273,257.838205615694
"48",190.928571428705,144.108471500218,237.748671357192,119.323407750875,262.533735106535
"49",193.714285714426,145.677876745335,241.750694683517,120.248937883459,267.179633545394
"50",196.500000000148,147.27732823217,245.722671768125,121.220419777345,271.77958022295
"51",199.285714285869,148.904703524766,249.666725046972,122.234607446852,276.336821124886
