"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"18",805.38,629.587823747671,981.172176252329,536.529066895278,1074.23093310472
"19",805.38,556.772320184874,1053.98767981513,425.167364146641,1185.59263585336
"20",805.38,500.899019157862,1109.86098084214,339.71652420032,1271.04347579968
"21",805.38,453.795647495341,1156.96435250466,267.678133790556,1343.08186620944
"22",805.38,412.296743987167,1198.46325601283,204.211037763593,1406.54896223641
"23",805.38,374.778867408386,1235.98113259161,146.832397022297,1463.9276029777
"24",805.38,340.277619205502,1270.4823807945,94.0672912572436,1516.69270874276
"25",805.38,308.164640369748,1302.59535963025,44.9547282932812,1565.80527170672
"26",805.38,278.003471243012,1332.75652875699,-1.17279931416579,1611.93279931417
"27",805.38,249.476328204876,1361.28367179512,-44.8012996724855,1655.56129967249
"28",805.38,222.343310290998,1388.416689709,-86.2976696453019,1697.0576696453
"29",805.38,196.418038315725,1414.34196168428,-125.94695159936,1736.70695159936
"30",805.38,171.552294696823,1439.20770530318,-163.975824765414,1774.73582476541
"31",805.38,147.625905188405,1463.1340948116,-200.568079792349,1811.32807979235
"32",805.38,124.539828981169,1486.22017101883,-235.875186526912,1846.63518652691
"33",805.38,102.211294990682,1508.54870500932,-270.023732418888,1880.78373241889
"34",805.38,80.570289154449,1530.18971084555,-303.120794736636,1913.88079473664
"35",805.38,59.5569605546224,1551.20303944538,-335.257907560078,1946.01790756008
"36",805.38,39.1196686510051,1571.640331349,-366.514048280097,1977.2740482801
"37",805.38,19.213487974334,1591.54651202567,-396.957924472813,2007.71792447281
"38",805.38,-0.200954257318244,1610.96095425732,-426.649751611897,2037.4097516119
"39",805.38,-19.1583939475843,1629.91839394758,-455.642653677622,2066.40265367762
