"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"10",29014.83,26344.7047729787,31684.9552270213,24931.2258596159,33098.4341403841
"11",36384.03,30413.4484839432,42354.6115160568,27252.8135489015,45515.2464510985
"12",43753.23,33762.5362207041,53743.9237792959,28473.7824034711,59032.6775965289
"13",51122.43,36497.5518179681,65747.3081820319,28755.6089639013,73489.2510360987
"14",58491.63,38689.4513310083,78293.8086689917,28206.8111521858,88776.4488478142
"15",65860.83,40389.4587325202,91332.2012674798,26905.7292741905,104815.93072581
"16",73230.03,41636.6822521495,104823.37774785,24912.1742057833,121547.885794217
"17",80599.23,42462.2135919606,118736.246408039,22273.6966018912,138924.763398109
"18",87968.43,42891.5280714834,133045.331928517,19029.257601586,156907.602398414
"19",95337.63,42945.98982458,147729.27017542,15211.5308280418,175463.729171958
"20",102706.83,42643.8482528726,162769.811747127,10848.4263325439,194565.233667456
"21",110076.03,42000.9268184089,178151.133181591,5964.14401196559,214187.915988034
"22",117445.23,41031.1161975605,193859.343802439,579.927822571393,234310.532177429
"23",124814.43,39746.7377843566,209882.122215643,-5285.3782896078,254914.238289608
"24",132183.63,38158.8182602789,226208.441739721,-11614.9104705111,275982.170470511
"25",139552.83,36277.3013542855,242828.358645714,-18393.4610990377,297499.121099038
"26",146922.03,34111.21412033,259732.84587967,-25607.2244875265,319451.284487526
"27",154291.23,31668.7995588243,276913.660441176,-33243.5940547314,341826.054054731
"28",161660.43,28957.6238574762,294363.236142524,-41290.998315114,364611.858315114
"29",169029.63,25984.6641700535,312074.595829946,-49738.7666328083,387798.026632808
"30",176398.83,22756.3812485957,330041.278751404,-58577.0181402387,411374.678140238
"31",183768.03,19278.7801303864,348257.279869613,-67796.568925405,435332.628925405
