"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"30",16.5483198004586,11.1205800472645,21.9760595536527,8.2473081831883,24.8493314177289
"31",16.5483198004586,10.8064559242903,22.2901836766269,7.7668967941677,25.3297428067495
"32",16.5483198004586,10.5086473990373,22.5879922018799,7.31143795858288,25.7852016423343
"33",16.5483198004586,10.2248488658742,22.871790735043,6.87740555690686,26.2192340440104
"34",16.5483198004586,9.95325144565153,23.1433881552657,6.46203314721052,26.6346064537067
"35",16.5483198004586,9.69240494184044,23.4042346590768,6.06310284529506,27.0335367556222
"36",16.5483198004586,9.44112552334299,23.6555140775742,5.67880413773437,27.4178354631828
"37",16.5483198004586,9.19843188044862,23.8982077204686,5.30763624083618,27.789003360081
"38",16.5483198004586,8.96349980386328,24.1331397970539,4.94833863526164,28.1483009656556
"39",16.5483198004586,8.73562907799967,24.3610105229176,4.59984043368214,28.4967991672351
"40",16.5483198004586,8.51421883838204,24.5824207625352,4.26122269318216,28.8354169077351
"41",16.5483198004586,8.29874888962432,24.7978907112929,3.93168984357234,29.1649497573449
"42",16.5483198004586,8.08876531118868,25.0078742897285,3.61054767329706,29.4860919276202
"43",16.5483198004586,7.88386920616409,25.2127703947531,3.29718612217595,29.7994534787413
"44",16.5483198004586,7.68370779287394,25.4129318080433,2.99106565719363,30.1055739437236
"45",16.5483198004586,7.48796726928975,25.6086723316275,2.6917063595621,30.4049332413551
"46",16.5483198004586,7.29636703722524,25.800272563692,2.39867909138786,30.6979605095294
"47",16.5483198004586,7.10865498240785,25.9879846185094,2.11159827716425,30.985041323753
"48",16.5483198004586,6.92460358367474,26.1720360172425,1.83011595330018,31.266523647617
"49",16.5483198004586,6.74400667993698,26.3526329209802,1.55391682361863,31.5427227772986
"50",16.5483198004586,6.56667676390014,26.5299628370171,1.28271412045933,31.8139254804579
"51",16.5483198004586,6.3924427012948,26.7041968996224,1.01624611654298,32.0803934843742
