"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"10",65239.4999999951,63197.6848729875,67281.3151270026,62116.8132352816,68362.1867647085
"11",66556.9999999901,63669.4373555174,69444.5626444628,62140.8540262893,70973.1459736909
"12",67874.4999999852,64337.9724603453,71411.027539625,62465.8478673785,73283.1521325918
"13",69191.9999999802,65108.369745965,73275.6302539954,62946.6264705533,75437.3735294072
"14",70509.4999999753,65943.8625784989,75075.1374214516,63526.960121637,77492.0398783135
"15",71826.9999999703,66825.5947897057,76828.405210235,64178.0107998799,79475.9892000608
"16",73144.4999999654,67742.3649507335,78546.6350491972,64882.6473981806,81406.3526017501
"17",74461.9999999604,68686.874711015,80237.1252889058,65629.7080525589,83294.291947362
"18",75779.4999999555,69654.0546189327,81904.9453809783,66411.439705815,85147.5602940959
"19",77096.9999999505,70640.2136376205,83553.7863622805,67222.1974041936,86971.8025957074
"20",78414.4999999456,71642.5653323895,85186.4346675016,68057.7196635821,88771.280336309
"21",79731.9999999406,72658.9449206609,86805.0550792203,68914.6957347274,90549.3042651539
"22",81049.4999999357,73687.6308644918,88411.3691353796,69790.4927525485,92308.5072473229
"23",82366.9999999307,74727.227347536,90006.7726523255,70682.9760001593,94051.0239997021
"24",83684.4999999258,75776.584016991,91592.4159828606,71590.3861647682,95778.6138350834
"25",85001.9999999208,76834.7394918904,93169.2605079512,72511.2529410669,97492.7470587748
"26",86319.4999999159,77900.8805632796,94738.1194365522,73444.3326332839,99194.6673665478
"27",87636.999999911,78974.3120664929,96299.687933329,74388.5620788087,100885.437921013
"28",88954.499999906,80054.4341998872,97854.5657999248,75343.023960188,102565.976039624
"29",90271.9999999011,81140.7251569483,99403.2748428538,76306.9202432246,104237.079756578
"30",91589.4999998961,82232.7276252779,100946.272374514,77279.5515289598,105899.448470832
"31",92906.9999998912,83330.0381495289,102483.961850253,78260.300785687,107553.699214095
