"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"30",156,152.617798876357,159.382201123643,150.827369753168,161.172630246832
"31",156,151.216845300271,160.783154699729,148.684796151789,163.315203848211
"32",156,150.141855812434,161.858144187566,147.040741603719,164.959258396281
"33",156,149.235597752714,162.764402247286,145.654739506336,166.345260493664
"34",156,148.437168373958,163.562831626042,144.433647145612,167.566352854388
"35",156,147.715333039607,164.284666960393,143.329695267175,168.670304732825
"36",156,147.051536942838,164.948463057162,142.314506742792,169.685493257208
"37",156,146.433690600541,165.566309399459,141.369592303577,170.630407696423
"38",156,145.853396629071,166.146603370929,140.482109259504,171.517890740496
"39",156,145.304540944508,166.695459055492,139.642706926132,172.357293073868
"40",156,144.782507907358,167.217492092642,138.844326292014,173.155673707986
"41",156,144.283711624868,167.716288375132,138.081483207438,173.918516792562
"42",156,143.805300424773,168.194699575227,137.349816416031,174.650183583969
"43",156,143.344962182166,168.655037817834,136.64578982789,175.35421017211
"44",156,142.900791374607,169.099208625393,135.96648919793,176.03351080207
"45",156,142.471195505428,169.528804494572,135.309479012672,176.690520987328
"46",156,142.054827520137,169.945172479863,134.672699130046,177.327300869954
"47",156,141.650535900812,170.349464099188,134.054388455366,177.945611544634
"48",156,141.257327095311,170.742672904689,133.453027481757,178.546972518243
"49",156,140.874336747916,171.125663252084,132.867294291224,179.132705708776
"50",156,140.500807335342,171.499192664658,132.296030351874,179.703969648126
"51",156,140.136070546773,171.863929453227,131.738213570519,180.261786429481
