"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"30",58.8959316480068,53.5276256241656,64.264237671848,50.6858160759136,67.1060472201
"31",58.8959316480068,49.7723268753162,68.0195364206974,44.9425822515255,72.849281044488
"32",58.8959316480068,47.1630028350072,70.6288604610064,40.9519655018773,76.8398977941362
"33",58.8959316480068,45.0365278724625,72.755335423551,37.6998026918366,80.092060604177
"34",58.8959316480068,43.1954689957082,74.5963943003054,34.8841461167358,82.9077171792777
"35",58.8959316480068,41.5487133701711,76.2431499258425,32.3656507208679,85.4262125751456
"36",58.8959316480068,40.0452702150085,77.7465930810051,30.0663328345293,87.7255304614843
"37",58.8959316480068,38.6531825524866,79.1386807435269,27.937318477853,89.8545448181606
"38",58.8959316480068,37.3508545901999,80.4410087058137,25.9455797364964,91.8462835595172
"39",58.8959316480068,36.1228817883703,81.6689815076433,24.0675573999094,93.7243058961041
"40",58.8959316480068,34.9578186398321,82.8340446561815,22.2857470754225,95.5061162205911
"41",58.8959316480068,33.8468855808449,83.9449777151686,20.5867215789928,97.2051417170208
"42",58.8959316480068,32.7831730163063,85.0086902797073,18.9599135968164,98.8319496991971
"43",58.8959316480068,31.7611271003395,86.030736195674,17.3968292546036,100.39503404141
"44",58.8959316480068,30.776204189819,87.0156591061945,15.8905196498488,101.901343646165
"45",58.8959316480068,29.8246309064608,87.9672323895527,14.4352138984644,103.356649397549
"46",58.8959316480068,28.9032328483312,88.8886304476824,13.0260571716402,104.765806124373
"47",58.8959316480068,28.0093093695718,89.7825539264418,11.6589191879582,106.132944108055
"48",58.8959316480068,27.1405401332833,90.6513231627302,10.3302512983613,107.461611997652
"49",58.8959316480068,26.294914106586,91.4969491894275,9.03697789346942,108.754885402544
"50",58.8959316480068,25.4706747422076,92.321188553806,7.77641256605285,110.015450729961
"51",58.8959316480068,24.6662770528852,93.1255862431284,6.54619246199548,111.245670834018
