"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"10",29016,26345.6693897749,31686.3306102251,24932.0817531115,33099.9182468885
"11",36386,30414.9592331381,42357.0407668619,27254.0811854056,45517.9188145944
"12",43756,33764.5377471226,53747.4622528774,28475.3771245488,59036.6228754512
"13",51126,36499.9968878317,65752.0031121683,28757.4585317222,73494.5414682778
"14",58496,38692.2981684032,78299.7018315968,28208.8516760032,88783.1483239968
"15",65866,40392.6695016262,91339.3304983738,26907.902889111,104824.097110889
"16",73236,41640.2221253102,104831.77787469,24914.4276475028,121557.572352497
"17",80606,42466.0501330603,118745.94986694,22275.9802636514,138936.019736349
"18",87976,42895.6308039408,133056.369196059,19031.5248734781,156920.475126522
"19",95346,42950.3299151206,147741.670084879,15213.7376133778,175478.262386622
"20",102716,42648.3982719464,162783.601728054,10850.5306814471,194581.469318553
"21",110086,42005.6605535899,178166.33944641,5966.10583598983,214205.89416401
"22",117456,41036.0085048787,193875.991495121,581.708667333107,234330.291332667
"23",124826,39751.7644675907,209900.235532409,-5283.81542903584,254935.815429036
"24",132196,38163.9559713683,226228.044028632,-11613.6013019063,276005.601301906
"25",139566,36282.5275100305,242849.47248997,-18392.4401604233,297524.440160423
"26",146936,34116.5068318825,259755.493168118,-25606.5252550069,319478.525255007
"27",154306,31674.137571379,276937.862428621,-33243.2490347263,341855.249034726
"28",161676,28962.986498211,294389.013501789,-41291.0391239764,364643.039123976
"29",169046,25990.0313028214,312101.968697179,-49739.2240661176,387831.224066118
"30",176416,22761.7332342041,330070.266765796,-58577.922233548,411409.922233548
"31",183786,19284.0977915437,348287.902208456,-67797.9490078508,435369.949007851
