"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"20",2364309.61111111,2318369.61316814,2410249.60905409,2294050.44726716,2434568.77495506
"21",2408855.22222222,2343886.25407588,2473824.19036857,2309493.75983311,2508216.68461134
"22",2453400.83333333,2373830.42279649,2532971.24387017,2331708.3918583,2575093.27480837
"23",2497946.44444444,2406066.4485585,2589826.44033039,2357428.11675654,2638464.77213235
"24",2542492.05555556,2439767.09726886,2645217.01384225,2385387.78915818,2699596.32195293
"25",2587037.66666667,2474508.11292187,2699567.22041146,2414938.56549438,2759136.76783896
"26",2631583.27777778,2510037.46798985,2753129.08756571,2445695.00292333,2817471.55263222
"27",2676128.88888889,2546190.9525962,2806066.82518158,2477405.96411066,2874851.81366712
"28",2720674.5,2582854.50617108,2858494.49382892,2509897.00846814,2931451.99153186
"29",2765220.11111111,2619945.08190786,2910495.14031436,2543041.12686526,2987399.09535696
"30",2809765.72222222,2657399.98617568,2962131.45826877,2576742.43766772,3042789.00677672
"31",2854311.33333333,2695170.51225965,3013452.15440702,2610926.45038326,3097696.2162834
"32",2898856.94444444,2733217.92626634,3064495.96262255,2645533.92663384,3152179.96225505
"33",2943402.55555556,2771510.82290385,3115294.28820727,2680516.83617026,3206288.27494085
"34",2987948.16666667,2810023.31970872,3165873.01362461,2715835.59518057,3260060.73815276
"35",3032493.77777778,2848733.78600588,3216253.76954968,2751457.12240196,3313530.43315359
"36",3077039.38888889,2887623.92492935,3266454.85284843,2787353.43519269,3366725.34258509
"37",3121585,2926678.09556096,3316491.90443904,2823500.61283266,3419669.38716734
"38",3166130.61111111,2965882.80261122,3366378.419611,2859878.01605765,3472383.20616457
"39",3210676.22222222,3005226.30564884,3416126.1387956,2896467.68942747,3524884.75501698
"40",3255221.83333333,3044698.31533354,3465745.35133313,2933253.89675411,3577189.76991256
"41",3299767.44444444,3084289.75408646,3515245.13480243,2970222.75507875,3629312.13381014
