"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"18",331178.36,315138.641438389,347218.078561611,306647.727329315,355708.992670686
"19",341280.14,305414.238956273,377146.041043728,286427.97781727,396132.30218273
"20",351381.92,291366.788562173,411397.051437827,259596.697065492,443167.142934508
"21",361483.7,273630.543277713,449336.856722287,227123.891363924,495843.508636076
"22",371585.48,252631.74346994,490539.216530061,189661.439100164,553509.520899837
"23",381687.26,228678.096843842,534696.423156159,147679.93859874,615694.581401261
"24",391789.04,202004.53058209,581573.549417911,101538.679980631,682039.40001937
"25",401890.82,172797.815756568,630983.824243432,51523.3049508512,752258.335049149
"26",411992.6,141210.985248053,682774.214751948,-2132.14289622841,826117.342896229
"27",422094.38,107372.375619561,736816.38438044,-59231.3897249099,903420.149724911
"28",432196.16,71391.6129152107,793000.70708479,-119606.776968799,983999.0969688
"29",442297.94,33363.7503090432,851232.129690958,-183112.933343007,1067708.81334301
"30",452399.72,-6627.7694684756,911427.209468476,-249622.244203781,1154421.68420378
"31",462501.5,-48508.9305283083,973511.930528309,-319021.512017213,1244024.51201721
"32",472603.28,-92213.4944536786,1037420.05445368,-391209.433866773,1336415.99386677
"33",482705.060000001,-137681.72823569,1103091.84823569,-466094.655998718,1431504.77599872
"34",492806.840000001,-184859.405427061,1170473.08542706,-543594.24621856,1529207.92621856
"35",502908.620000001,-233697.009471275,1239514.24947128,-623632.47548814,1629449.71548814
"36",513010.400000001,-284149.089495771,1310169.88949577,-706139.832696331,1732160.63269633
"37",523112.180000001,-336173.733015822,1382398.09301582,-791052.218229216,1837276.57822922
"38",533213.960000001,-389732.129625323,1456160.04962532,-878310.276692726,1944738.19669273
"39",543315.740000001,-444788.20644387,1531419.68644387,-967858.839377064,2054490.31937706
