"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"30",3646568.53642856,3592140.29129189,3700996.78156522,3563327.7187528,3729809.35410431
"31",3665002.69285711,3588029.53040868,3741975.85530555,3547282.39955704,3782722.98615719
"32",3683436.84928567,3589164.36334216,3777709.33522918,3539259.52380769,3827614.17476366
"33",3701871.00571423,3593014.5154409,3810727.49598755,3535389.37036272,3868352.64106574
"34",3720305.16214279,3598599.90612119,3842010.41816439,3534173.03531713,3906437.28896844
"35",3738739.31857134,3605417.8903914,3872060.74675129,3534841.7894937,3942636.84764899
"36",3757173.4749999,3613169.87407063,3901177.07592917,3536938.97250018,3977407.97749962
"37",3775607.63142846,3621661.30653159,3929553.95632533,3540167.0448283,4011048.21802861
"38",3794041.78785701,3630757.05244703,3957326.523267,3544319.33482975,4043764.24088428
"39",3812475.94428557,3640358.72060774,3984593.16796341,3549245.36613538,4075706.52243576
"40",3830910.10071413,3650392.03359833,4011428.16782992,3554831.54124127,4106988.66018699
"41",3849344.25714269,3660799.28525566,4037889.22902971,3560989.60618672,4137698.90809865
"42",3867778.41357124,3671534.58489748,4064022.242245,3567649.37722976,4167907.44991273
"43",3886212.5699998,3682560.72453506,4089864.41546454,3574753.94966221,4197671.19033739
"44",3904646.72642836,3693847.03945077,4115446.41340595,3582256.42584547,4227037.02701124
"45",3923080.88285691,3705367.90231026,4140793.86340356,3590117.6121539,4256044.15355993
"46",3941515.03928547,3717101.63557,4165928.44300094,3598304.35564555,4284725.72292539
"47",3959949.19571403,3729029.70836872,4190868.68305934,3606788.31581379,4313110.07561426
"48",3978383.35214259,3741136.13191761,4215630.57236756,3615545.03991628,4341221.66436889
"49",3996817.50857114,3753406.99652794,4240228.02061434,3624553.25491984,4369081.76222245
"50",4015251.6649997,3765830.11171733,4264673.21828207,3633794.31709054,4396709.01290886
"51",4033685.82142826,3778394.72265972,4288976.92019679,3643251.77834131,4424119.86451521
