"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"10",119754.250000017,116204.452466678,123304.047533357,114325.303163378,125183.196836657
"11",126280.500000035,121260.328184708,131300.671815362,118602.809754256,133958.190245813
"12",132806.750000052,126658.320315726,138955.179684378,123403.538247402,142209.961752702
"13",139333.00000007,132233.404933391,146432.595066748,128475.10632679,150190.893673349
"14",145859.250000087,137921.661409179,153796.838590995,133719.755827128,157998.744173046
"15",152385.500000104,143690.307353233,161080.692646976,139087.35040964,165683.649590569
"16",158911.750000122,149519.868522276,168303.631477968,144548.106789382,173275.393210861
"17",165438.000000139,155397.656369485,175478.343630793,150082.619508582,180793.380491696
"18",171964.250000157,161314.857400139,182613.642600174,155677.409490237,188251.090510076
"19",178490.500000174,167265.054562374,189715.945437973,161322.662700426,195658.337299921
"20",185016.750000191,173243.403500376,196790.096500007,167010.970336271,203022.529664112
"21",191543.000000209,179246.140631556,203839.859368861,172736.576494908,210349.423505509
"22",198069.250000226,185270.272976256,210868.227024196,178494.903808954,217643.596191499
"23",204595.500000244,191313.373838073,217877.626162414,184282.240966528,224908.75903396
"24",211121.750000261,197373.44327123,224870.056729292,190095.52931451,232147.970686012
"25",217648.000000278,203448.809866921,231847.190133635,195932.21265372,239363.787346837
"26",224174.250000296,209538.059820781,238810.44017981,201790.128756967,246558.371243624
"27",230700.500000313,215639.984554332,245761.015446294,207667.429262978,253733.570737648
"28",237226.750000331,221753.541282475,252699.958718186,213562.519369563,260890.980631098
"29",243753.000000348,227877.822818533,259628.177182163,219474.01165443,268031.988346266
"30",250279.250000365,234012.034102071,266546.46589866,225400.690177573,275157.809823158
"31",256805.500000383,240155.473705826,273455.526294939,231341.482198564,282269.517802201
