"","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"20",550045.222222075,534998.556462138,565091.887982012,527033.332751708,573057.111692442
"21",566185.444444149,544906.245657952,587464.643230347,533641.718259326,598729.170628973
"22",582325.666666224,556264.077085507,608387.256246942,542467.904925389,622183.428407059
"23",598465.888888299,568372.557368425,628559.220408173,552442.109947565,644489.667829033
"24",614606.111110374,580960.743636436,648251.478584311,563149.961963921,666062.260256826
"25",630746.333332448,593889.679890396,667602.986774501,574378.946112724,687113.720552173
"26",646886.555554523,607076.81989302,686696.291216027,586002.818818226,707770.29229082
"27",663026.777776598,620468.380204203,705585.175348993,597939.325406951,728114.230146245
"28",679166.999998673,634027.002718862,724306.997278483,610131.331587572,748202.668409774
"29",695307.222220747,647725.487228079,742888.957213416,622537.238230342,768077.206211153
"30",711447.444442822,661543.299771224,761351.589114421,635125.641352484,787769.24753316
"31",727587.666664897,675464.487503462,779710.845826332,647872.143183227,807303.190146567
"32",743727.888886972,689476.363964751,797979.413809192,660757.341456253,826698.43631769
"33",759868.111109046,703568.64302206,816167.579196033,673765.504888622,845970.717329471
"34",776008.333331121,717732.847426936,834283.819235306,686883.668647624,865132.998014619
"35",792148.555553196,731961.892513448,852335.218592944,700100.997671728,884196.113434664
"36",808288.777775271,746249.785533686,870327.770016855,713408.326843908,903169.228706633
"37",824428.999997345,760591.403638753,888266.596355938,726797.821442874,922060.178551817
"38",840569.22221942,774982.326734622,906156.117704219,740262.721518162,940875.722920678
"39",856709.444441495,789418.70949362,924000.17938937,753797.14614859,959621.7427344
"40",872849.66666357,803897.181861959,941802.151465181,767395.941281655,978303.392045484
"41",888989.888885644,818414.770672441,959565.007098848,781054.55985052,996925.217920769
