YEAR,AREA
1990,6244
1991,6371
1992,6490
1993,6800
1994,7052
1995,7161
1996,7375
1997,7490
1998,7588.5
1999,7913
2000,8439.5
2001,8422.15
2002,8761
2003,8870.75
2004,8969.27
2005,9458.92
2006,9280.43
2007,9124.76
2008,9175.43
2009,8903.89
2010,8750.82
2011,8647.41
2012,8584.82
2013,8398.7
2014,7917.62
2015,7747.81
2016,7834.75
2017,7786.63
2018,7783.18
